loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,purpose,addr_state,loan_status
6445, 36 months,7.92,201.73,E,E1,Sales,8 years,MORTGAGE,28638,Verified,31.19,0,742,1,8,0,8124,65.3,20,1,0,debt_consolidation,GA,Fully Paid
26064, 36 months,23.55,1016.42,B,B2,Other,4 years,RENT,131829,Not Verified,6.13,0,802,4,11,1,12185,32.6,24,4,0,debt_consolidation,OH,Current
7866, 60 months,11.44,172.76,B,B2,Engineer,5 years,MORTGAGE,90759,Verified,33.62,0,693,0,6,0,18909,57.2,18,0,0,moving,PA,Current
10753, 60 months,14.15,251.04,F,F5,Driver,5 years,RENT,26986,Not Verified,7.65,0,738,3,9,0,12353,15.8,20,5,0,moving,OH,Current
24645, 36 months,11.55,813.28,B,B3,Sales,5 years,MORTGAGE,94155,Not Verified,16.48,0,697,2,8,0,13370,84.4,12,1,0,debt_consolidation,MI,Charged Off
9731, 60 months,18.52,249.86,B,B1,Sales,1 year,RENT,33459,Verified,6.49,0,718,0,8,0,5896,79.5,25,5,0,debt_consolidation,CA,Fully Paid
10144, 60 months,16.97,251.94,B,B4,Teacher,9 years,RENT,54428,Not Verified,28.6,0,694,1,9,0,16600,57.6,22,1,0,medical,CA,Fully Paid
11155, 36 months,21.03,420.44,A,A2,Developer,7 years,OWN,118218,Not Verified,18.11,0,738,5,10,0,4162,63.3,23,4,0,debt_consolidation,NJ,Fully Paid
6734, 36 months,18.66,245.69,C,C2,Analyst,6 years,RENT,54565,Source Verified,24.3,1,659,2,10,2,5717,29.3,22,0,0,home_improvement,CA,Charged Off
16645, 36 months,14.81,575.46,B,B4,Nurse,4 years,MORTGAGE,24508,Source Verified,6.18,1,702,1,5,0,10235,40.5,22,0,0,credit_card,CA,Fully Paid
14258, 36 months,18.17,516.68,E,E2,Teacher,4 years,MORTGAGE,43269,Not Verified,17.98,0,731,1,10,1,6564,31.6,12,1,0,debt_consolidation,FL,Current
14043, 36 months,18.77,513.13,B,B2,Sales,9 years,RENT,36181,Verified,14.99,0,621,2,14,0,6688,23.2,23,2,0,debt_consolidation,NY,Charged Off
12449, 60 months,13.69,287.67,C,C2,Developer,9 years,OWN,82350,Source Verified,14.19,0,724,0,14,0,4599,54.1,19,1,0,debt_consolidation,NY,Charged Off
23129, 36 months,23.0,895.32,B,B5,Developer,8 years,MORTGAGE,57380,Source Verified,16.2,0,642,2,17,0,39465,74.3,14,1,0,other,VA,Current
20353, 36 months,10.44,660.95,D,D3,Sales,6 years,RENT,35251,Verified,23.6,2,620,1,11,0,1020,59.2,28,1,0,wedding,NY,Charged Off
11660, 60 months,12.54,262.56,B,B2,Engineer,10+ years,RENT,70648,Verified,18.71,0,667,0,11,0,34829,80.0,13,2,1,home_improvement,MI,Default
15250, 36 months,16.05,536.52,E,E3,Other,8 years,OTHER,21202,Not Verified,28.25,0,730,2,9,0,4573,71.3,17,2,0,home_improvement,CA,Fully Paid
12349, 60 months,11.67,272.64,D,D5,Teacher,9 years,MORTGAGE,95606,Not Verified,34.88,0,644,0,9,0,3038,64.7,20,1,0,credit_card,MA,Fully Paid
10539, 60 months,22.7,295.29,A,A4,Nurse,4 years,MORTGAGE,50327,Source Verified,25.7,0,707,0,4,0,12788,63.5,21,0,0,credit_card,IL,Current
7913, 36 months,5.38,238.51,E,E3,Manager,4 years,RENT,79967,Verified,6.58,0,681,0,7,0,1375,83.3,18,0,0,home_improvement,TX,Default
7939, 36 months,10.39,257.63,C,C2,Sales,< 1 year,MORTGAGE,65197,Source Verified,7.15,1,659,0,11,0,4265,25.1,22,1,0,debt_consolidation,OH,Fully Paid
19436, 60 months,24.19,561.28,C,C2,Nurse,9 years,RENT,84382,Source Verified,12.75,1,698,0,14,0,10554,88.9,16,1,0,credit_card,GA,Fully Paid
7046, 36 months,22.15,269.64,E,E4,Nurse,9 years,MORTGAGE,32653,Not Verified,18.9,1,690,0,8,0,524,47.6,18,1,0,debt_consolidation,CA,Fully Paid
10825, 60 months,8.72,223.24,B,B4,Developer,5 years,MORTGAGE,54344,Verified,29.44,0,744,1,8,0,3960,77.3,21,5,0,debt_consolidation,NY,Fully Paid
9059, 36 months,18.37,329.19,D,D1,Driver,10+ years,RENT,61794,Source Verified,17.43,0,663,2,10,0,22427,24.5,23,1,0,debt_consolidation,TX,Current
10382, 36 months,23.91,406.83,E,E1,Developer,3 years,OTHER,84511,Not Verified,28.93,1,733,1,12,0,7819,49.9,19,0,0,debt_consolidation,MI,Current
13314, 36 months,15.1,462.19,C,C5,Nurse,10+ years,RENT,51264,Source Verified,21.92,0,683,2,8,0,4812,87.0,15,0,0,debt_consolidation,FL,Current
14359, 60 months,20.05,380.83,A,A5,Sales,5 years,RENT,91897,Source Verified,12.75,1,673,0,12,1,24359,62.4,15,3,0,debt_consolidation,VA,Fully Paid
20146, 36 months,6.73,619.57,B,B4,Other,9 years,MORTGAGE,90639,Not Verified,17.9,0,747,4,11,0,11857,56.2,32,0,2,debt_consolidation,TX,Fully Paid
16728, 60 months,11.3,366.21,F,F4,Developer,10+ years,MORTGAGE,55037,Source Verified,23.62,0,668,2,8,1,7791,77.0,21,2,0,debt_consolidation,NJ,Fully Paid
18314, 36 months,10.82,598.02,B,B2,Teacher,7 years,RENT,77395,Not Verified,28.26,1,765,1,7,0,1452,45.1,17,4,0,debt_consolidation,FL,Fully Paid
17786, 60 months,17.54,447.21,A,A3,Driver,9 years,OWN,55194,Not Verified,15.15,4,739,4,6,0,4815,74.4,24,3,0,credit_card,MI,Fully Paid
15104, 36 months,10.17,488.57,D,D2,Developer,3 years,MORTGAGE,59726,Verified,18.35,1,673,0,10,1,23255,82.9,24,0,0,credit_card,TX,Fully Paid
17656, 60 months,5.99,341.26,E,E3,Teacher,1 year,MORTGAGE,115308,Source Verified,33.96,5,790,2,9,0,12434,37.3,13,1,0,home_improvement,WA,Fully Paid
24955, 60 months,17.91,632.47,B,B3,Sales,3 years,RENT,45791,Verified,12.29,3,611,1,6,1,16010,43.6,22,0,0,major_purchase,NY,Current
15615, 36 months,24.54,617.06,D,D5,Developer,3 years,MORTGAGE,74477,Not Verified,21.21,0,600,0,7,0,14546,58.2,18,0,0,debt_consolidation,NY,Charged Off
13369, 36 months,11.87,443.21,B,B3,Analyst,4 years,RENT,80567,Verified,11.93,0,705,3,10,2,8575,64.1,19,1,0,debt_consolidation,NJ,Fully Paid
19971, 36 months,14.31,685.57,B,B2,Analyst,7 years,MORTGAGE,36048,Verified,20.37,0,774,0,15,0,34468,47.4,29,0,0,home_improvement,TX,Current
20851, 36 months,9.8,670.85,E,E3,Engineer,1 year,RENT,66933,Not Verified,20.01,0,701,1,5,0,87045,63.9,21,0,0,debt_consolidation,NY,Fully Paid
22326, 36 months,19.32,822.0,C,C4,Teacher,3 years,MORTGAGE,56654,Not Verified,16.32,1,650,3,9,0,3253,60.6,23,2,0,home_improvement,FL,Fully Paid
9370, 36 months,12.26,312.38,F,F5,Sales,5 years,RENT,36489,Source Verified,22.83,4,695,0,15,0,39009,53.2,18,3,0,credit_card,MI,Charged Off
5960, 36 months,16.33,210.51,D,D3,Other,3 years,MORTGAGE,64363,Not Verified,23.14,0,620,1,10,0,16995,19.8,15,0,0,debt_consolidation,GA,Fully Paid
16643, 36 months,13.18,562.21,B,B1,Driver,8 years,RENT,71572,Not Verified,7.81,0,607,0,6,0,17835,47.4,20,2,0,medical,AZ,Fully Paid
12819, 36 months,8.76,406.21,B,B5,Engineer,7 years,MORTGAGE,93497,Verified,6.08,0,720,1,5,0,15194,40.3,22,0,1,debt_consolidation,CA,Current
35892, 36 months,8.54,1133.69,D,D2,Analyst,10+ years,MORTGAGE,63679,Verified,15.48,1,700,1,7,0,8708,27.4,15,3,0,debt_consolidation,FL,Current
18559, 60 months,9.78,392.32,F,F4,Other,7 years,MORTGAGE,40240,Source Verified,19.82,0,759,0,6,0,4918,80.1,17,3,0,credit_card,AZ,Current
8721, 36 months,14.8,301.46,C,C5,Manager,3 years,RENT,79742,Not Verified,16.22,0,652,1,11,0,32391,66.1,16,1,0,debt_consolidation,PA,Fully Paid
22105, 36 months,13.59,751.1,A,A4,Analyst,3 years,RENT,210681,Verified,7.89,0,690,1,14,0,2778,87.0,14,1,0,debt_consolidation,IL,Fully Paid
13544, 36 months,24.3,533.51,F,F3,Other,5 years,MORTGAGE,47543,Verified,13.96,1,696,5,12,0,4724,14.9,23,1,0,debt_consolidation,MA,Fully Paid
7786, 60 months,15.69,188.06,E,E2,Engineer,2 years,RENT,30000,Verified,7.42,0,758,0,11,1,7285,44.0,13,4,0,home_improvement,FL,Current
33226, 36 months,16.94,1183.61,E,E1,Manager,9 years,MORTGAGE,48474,Verified,16.62,1,743,3,15,0,2594,46.1,18,0,0,debt_consolidation,CA,Current
5715, 60 months,22.21,158.53,C,C2,Analyst,< 1 year,MORTGAGE,46861,Source Verified,34.58,3,713,3,13,0,1701,77.4,18,0,0,home_improvement,TX,Charged Off
16795, 60 months,18.59,431.89,E,E2,Analyst,4 years,RENT,73949,Verified,13.96,0,813,0,11,0,3449,30.4,25,2,0,debt_consolidation,AZ,Current
25514, 36 months,9.56,818.0,B,B3,Developer,10+ years,RENT,68665,Source Verified,20.04,0,787,0,12,0,3634,24.0,22,2,1,medical,FL,Fully Paid
34913, 36 months,15.16,1213.01,D,D1,Sales,9 years,OTHER,87203,Not Verified,25.32,1,710,0,7,0,8026,53.1,25,1,0,home_improvement,IL,Current
6171, 36 months,7.17,191.02,C,C4,Analyst,10+ years,MORTGAGE,169970,Source Verified,32.32,0,692,1,11,0,5597,14.7,24,2,0,debt_consolidation,TX,Current
12947, 36 months,10.66,421.79,F,F3,Sales,1 year,MORTGAGE,60549,Verified,23.12,0,696,3,15,0,701,13.6,26,4,0,debt_consolidation,FL,Fully Paid
10204, 60 months,23.48,290.48,C,C3,Manager,1 year,OTHER,50749,Verified,25.09,3,660,0,10,0,2632,78.8,23,1,0,debt_consolidation,VA,Current
30472, 36 months,7.21,943.82,C,C3,Driver,4 years,MORTGAGE,39424,Source Verified,14.33,0,775,5,9,3,7002,74.4,26,2,0,debt_consolidation,NJ,Fully Paid
11085, 60 months,12.59,249.9,D,D1,Analyst,6 years,OWN,24295,Verified,5.35,0,684,1,10,3,6880,30.3,19,0,0,debt_consolidation,WA,Fully Paid
20177, 36 months,14.3,692.55,G,G5,Manager,6 years,MORTGAGE,23523,Verified,16.84,0,693,0,14,0,37458,18.1,23,2,0,debt_consolidation,OH,Current
11667, 36 months,14.52,401.7,D,D2,Sales,< 1 year,RENT,243458,Not Verified,30.55,0,655,0,7,0,23582,78.8,18,2,0,debt_consolidation,PA,Fully Paid
11004, 60 months,12.54,247.79,A,A2,Developer,5 years,MORTGAGE,47980,Verified,26.92,0,699,0,12,0,1444,54.1,15,0,0,small_business,NC,Fully Paid
11962, 36 months,11.88,396.62,C,C3,Other,8 years,MORTGAGE,41953,Verified,33.33,0,600,1,11,0,2611,11.0,25,1,1,debt_consolidation,MA,Fully Paid
22675, 60 months,10.38,486.03,C,C5,Analyst,3 years,RENT,91311,Source Verified,22.48,0,745,5,6,1,3585,76.7,22,3,1,car,CA,Current
30718, 36 months,22.83,1186.37,C,C4,Engineer,7 years,MORTGAGE,84050,Not Verified,22.91,0,700,3,12,0,68666,52.1,19,1,0,major_purchase,PA,Default
23895, 36 months,14.23,819.35,C,C1,Developer,1 year,RENT,45661,Source Verified,32.61,0,705,1,15,2,4143,72.7,29,2,0,moving,NJ,Current
17546, 36 months,23.9,687.46,C,C2,Sales,6 years,RENT,42289,Not Verified,18.37,3,654,0,8,0,17436,75.1,17,0,0,credit_card,CA,Default
24357, 60 months,13.17,556.32,C,C3,Manager,10+ years,MORTGAGE,59605,Verified,5.56,0,736,0,10,0,5341,76.5,14,1,0,credit_card,OH,Fully Paid
21484, 36 months,7.1,664.35,B,B2,Driver,4 years,MORTGAGE,70144,Verified,9.95,0,708,4,6,0,1479,78.9,25,0,0,debt_consolidation,MI,Current
18842, 36 months,6.11,574.15,E,E3,Engineer,4 years,OWN,41958,Verified,31.9,0,663,1,10,0,11656,69.7,16,2,0,wedding,CA,Fully Paid
16229, 36 months,19.71,600.73,C,C5,Developer,8 years,MORTGAGE,103428,Not Verified,24.55,0,649,0,7,0,64771,75.6,24,0,0,small_business,IL,Fully Paid
9341, 60 months,23.77,267.48,E,E2,Teacher,6 years,MORTGAGE,58653,Source Verified,32.31,0,737,0,10,0,13013,66.5,23,1,0,vacation,FL,Fully Paid
6686, 36 months,9.48,214.11,C,C3,Teacher,1 year,OWN,85593,Source Verified,23.45,0,701,1,5,0,4973,17.8,16,0,1,debt_consolidation,PA,Fully Paid
14697, 36 months,18.45,534.66,A,A5,Engineer,4 years,RENT,101385,Source Verified,19.58,0,771,1,5,0,23143,24.9,18,3,0,debt_consolidation,CA,Fully Paid
5134, 36 months,18.31,186.41,A,A3,Driver,1 year,RENT,64362,Source Verified,7.07,0,746,1,10,2,8785,82.5,19,4,1,home_improvement,NC,Fully Paid
21886, 36 months,11.03,716.83,A,A3,Other,8 years,MORTGAGE,76420,Verified,8.53,0,736,0,10,0,7979,63.1,15,0,0,credit_card,NC,Current
6375, 36 months,6.72,196.03,D,D4,Sales,2 years,OWN,61893,Verified,33.48,0,688,1,10,0,5053,63.4,23,3,0,debt_consolidation,VA,Fully Paid
19506, 36 months,16.36,689.24,B,B1,Manager,2 years,RENT,100753,Not Verified,28.17,0,712,0,11,2,15504,32.6,15,2,0,car,NY,Fully Paid
20544, 36 months,23.28,798.25,B,B4,Sales,3 years,MORTGAGE,149609,Verified,33.07,0,714,0,8,0,21798,41.2,22,1,1,debt_consolidation,TX,Fully Paid
17267, 36 months,24.26,679.79,B,B4,Nurse,< 1 year,MORTGAGE,69800,Source Verified,6.49,0,697,0,17,0,1685,44.3,18,1,0,small_business,NY,Fully Paid
10389, 60 months,6.14,201.53,E,E1,Nurse,9 years,MORTGAGE,42035,Source Verified,22.3,0,656,2,11,0,951,29.6,17,1,0,small_business,TX,Current
29388, 36 months,21.92,1121.13,C,C1,Teacher,9 years,RENT,20897,Not Verified,33.77,0,732,1,8,0,53574,18.5,26,0,0,debt_consolidation,OH,Fully Paid
8996, 36 months,6.21,274.53,B,B3,Driver,4 years,MORTGAGE,94363,Source Verified,24.77,0,699,4,9,0,8902,48.0,18,0,0,medical,NC,Current
14869, 60 months,24.88,435.38,D,D3,Teacher,9 years,RENT,38876,Verified,20.36,1,673,1,10,0,6410,52.9,19,2,0,wedding,CA,Charged Off
10869, 60 months,9.59,228.75,A,A1,Developer,8 years,MORTGAGE,50127,Source Verified,8.59,2,695,2,14,0,34168,83.0,18,0,0,home_improvement,NJ,Charged Off
18552, 60 months,16.28,453.91,D,D5,Manager,7 years,MORTGAGE,55787,Not Verified,12.11,0,702,2,5,0,16920,12.3,27,2,1,major_purchase,NC,Fully Paid
9840, 60 months,11.16,214.73,A,A5,Developer,8 years,OTHER,16779,Verified,32.81,0,721,1,11,0,4688,54.1,16,0,0,debt_consolidation,MI,Current
10654, 60 months,18.13,271.3,D,D2,Manager,< 1 year,MORTGAGE,49687,Verified,19.23,0,751,0,15,0,5896,51.4,23,0,0,debt_consolidation,TX,Fully Paid
10647, 36 months,9.02,338.67,B,B3,Other,6 years,RENT,90068,Not Verified,7.6,0,630,0,10,0,2756,10.8,13,0,0,debt_consolidation,CA,Fully Paid
11833, 36 months,8.08,371.24,E,E2,Manager,2 years,RENT,64753,Source Verified,15.89,1,697,1,17,0,7475,27.2,16,0,0,small_business,VA,Current
26121, 36 months,20.41,976.22,B,B2,Other,7 years,MORTGAGE,72922,Source Verified,18.53,0,756,1,8,0,4430,42.6,20,0,0,small_business,FL,Current
31687, 60 months,23.04,894.0,C,C1,Other,8 years,MORTGAGE,42531,Not Verified,21.93,4,744,1,9,0,11562,76.8,13,0,0,debt_consolidation,FL,Current
16722, 36 months,15.98,587.73,E,E5,Teacher,3 years,RENT,61943,Verified,30.78,1,694,0,14,2,810,34.1,16,4,0,wedding,NC,Current
19392, 60 months,6.71,381.34,C,C1,Engineer,2 years,MORTGAGE,61961,Verified,15.45,0,725,0,10,2,36241,68.5,14,1,0,home_improvement,NC,Charged Off
19538, 36 months,7.47,607.48,C,C4,Developer,< 1 year,OWN,43180,Source Verified,19.6,0,630,2,8,0,1998,18.3,22,1,0,credit_card,IL,Charged Off
6360, 60 months,12.88,144.32,C,C1,Engineer,< 1 year,MORTGAGE,63864,Verified,20.84,0,797,2,9,0,2069,80.2,18,2,0,debt_consolidation,NY,Fully Paid
3875, 36 months,6.66,119.05,A,A2,Teacher,6 years,OWN,110771,Verified,32.0,4,705,3,9,0,7721,50.1,16,2,0,medical,NC,Current
17614, 36 months,5.06,528.38,C,C2,Nurse,1 year,MORTGAGE,36239,Verified,24.6,0,650,3,9,0,10934,58.4,16,0,0,car,MA,Fully Paid
22978, 36 months,8.77,728.24,F,F1,Developer,4 years,RENT,66504,Source Verified,17.57,0,735,2,7,1,7102,58.1,12,0,0,debt_consolidation,AZ,Fully Paid
28143, 36 months,14.74,972.01,B,B4,Developer,4 years,MORTGAGE,65662,Verified,14.35,0,665,0,12,0,15086,15.2,19,0,0,home_improvement,TX,Fully Paid
13406, 36 months,9.51,429.5,C,C1,Nurse,3 years,OTHER,59400,Verified,31.37,5,711,1,13,0,9809,72.9,18,3,0,home_improvement,FL,Current
11785, 60 months,24.42,341.91,D,D2,Developer,1 year,RENT,77948,Source Verified,24.02,4,729,2,7,0,13809,37.7,22,0,1,home_improvement,NY,Fully Paid
36528, 60 months,14.76,864.4,D,D4,Driver,8 years,RENT,56495,Not Verified,5.56,0,683,1,10,0,19047,28.9,23,0,0,debt_consolidation,NY,Fully Paid
9923, 60 months,22.75,278.31,F,F4,Driver,3 years,MORTGAGE,101328,Not Verified,17.39,0,753,1,8,0,7550,79.2,19,2,0,credit_card,NY,Current
8487, 36 months,18.16,307.51,C,C3,Sales,8 years,MORTGAGE,118440,Not Verified,16.36,1,695,5,11,0,9625,33.2,21,3,0,debt_consolidation,AZ,Charged Off
15194, 36 months,21.74,578.22,D,D5,Other,7 years,RENT,60755,Verified,26.72,0,600,0,13,0,31610,51.6,22,1,0,credit_card,GA,Current
24209, 36 months,5.67,732.87,C,C4,Developer,7 years,RENT,27761,Verified,16.08,1,658,4,11,1,6243,54.2,16,3,0,major_purchase,IL,Fully Paid
10655, 36 months,9.51,341.36,C,C2,Analyst,5 years,RENT,186066,Not Verified,27.22,1,676,0,7,0,861,53.9,15,0,0,debt_consolidation,TX,Fully Paid
5659, 36 months,21.37,214.28,F,F3,Analyst,10+ years,MORTGAGE,71306,Verified,23.57,0,781,0,8,0,4600,33.7,20,1,0,moving,MI,Fully Paid
20220, 36 months,23.11,783.87,C,C4,Engineer,8 years,MORTGAGE,97067,Source Verified,24.72,0,652,0,7,0,6495,38.9,20,0,0,debt_consolidation,FL,Fully Paid
10235, 36 months,7.4,317.9,D,D2,Nurse,1 year,RENT,80622,Verified,23.3,0,740,5,9,0,1064,81.3,23,1,0,debt_consolidation,OH,Default
40000, 36 months,11.37,1316.57,D,D4,Engineer,5 years,RENT,49391,Not Verified,26.23,1,715,1,11,2,1907,61.1,26,3,0,debt_consolidation,NC,Current
7349, 36 months,8.88,233.29,C,C3,Other,10+ years,MORTGAGE,62685,Not Verified,19.54,0,668,0,7,0,6890,40.0,17,1,0,credit_card,PA,Fully Paid
10554, 36 months,23.6,411.85,A,A5,Driver,3 years,MORTGAGE,41928,Not Verified,26.29,0,607,0,12,0,100000,63.0,22,2,0,home_improvement,FL,Default
13814, 60 months,9.14,287.7,A,A2,Developer,9 years,OTHER,94852,Source Verified,28.61,0,772,1,9,2,1903,47.8,23,1,0,debt_consolidation,MA,Fully Paid
23696, 36 months,8.77,750.99,A,A3,Nurse,2 years,MORTGAGE,38294,Source Verified,33.3,0,728,5,8,0,3438,73.2,19,1,0,debt_consolidation,CA,Charged Off
11720, 36 months,12.69,393.15,G,G5,Analyst,7 years,RENT,44491,Not Verified,19.03,0,697,0,5,0,18758,76.6,23,0,0,debt_consolidation,OH,Current
28697, 60 months,19.9,758.7,D,D5,Manager,10+ years,MORTGAGE,46326,Source Verified,23.6,0,661,1,15,0,100000,73.5,16,0,0,small_business,PA,Current
6988, 60 months,8.24,142.5,G,G4,Engineer,5 years,MORTGAGE,76486,Not Verified,25.46,0,723,2,9,0,11366,84.7,21,2,1,home_improvement,PA,Fully Paid
22782, 60 months,6.78,448.75,E,E3,Sales,3 years,MORTGAGE,78011,Verified,12.27,1,680,0,10,0,20983,50.4,23,2,0,debt_consolidation,CA,Current
15447, 36 months,15.3,537.75,C,C3,Nurse,1 year,MORTGAGE,35301,Source Verified,22.01,0,741,2,13,0,2369,69.5,14,1,0,small_business,NY,Current
12542, 36 months,18.12,454.18,C,C1,Developer,6 years,RENT,193961,Source Verified,9.61,0,717,0,8,0,9116,63.9,25,1,0,car,CA,Fully Paid
9859, 36 months,6.48,302.08,A,A3,Analyst,9 years,RENT,43119,Not Verified,8.95,0,770,1,7,0,20871,17.3,25,1,0,debt_consolidation,NY,Fully Paid
11815, 36 months,19.15,433.99,F,F3,Sales,10+ years,MORTGAGE,20341,Verified,6.05,1,669,1,9,0,1996,46.7,11,1,0,vacation,GA,Current
22551, 60 months,13.2,515.42,C,C2,Teacher,6 years,OWN,35872,Not Verified,21.24,2,710,3,11,0,16687,29.4,17,1,0,debt_consolidation,AZ,Current
5696, 36 months,6.63,174.91,D,D4,Developer,2 years,MORTGAGE,67875,Not Verified,13.74,1,718,1,9,0,4494,30.5,24,2,0,debt_consolidation,MI,Current
17210, 36 months,19.99,639.5,A,A1,Teacher,10+ years,RENT,70763,Not Verified,30.16,0,629,1,11,0,4137,50.6,19,1,0,credit_card,FL,Fully Paid
13875, 36 months,6.55,425.57,D,D1,Manager,5 years,RENT,18929,Not Verified,27.22,2,731,1,14,0,9245,79.7,24,3,0,debt_consolidation,NY,Fully Paid
11313, 60 months,17.17,282.19,F,F3,Teacher,9 years,OWN,117144,Verified,28.44,0,616,0,6,0,2854,60.4,22,1,0,debt_consolidation,CA,Current
22017, 60 months,6.85,434.41,E,E3,Analyst,2 years,MORTGAGE,45919,Verified,5.76,1,716,1,6,0,1166,84.7,17,2,0,debt_consolidation,CA,Current
12714, 36 months,21.74,483.84,D,D3,Teacher,8 years,MORTGAGE,15142,Source Verified,10.02,1,730,4,11,0,37205,42.7,26,1,0,major_purchase,FL,Fully Paid
19506, 36 months,9.02,620.47,D,D3,Manager,5 years,RENT,167253,Not Verified,20.12,0,671,0,6,0,8691,49.1,26,0,0,debt_consolidation,FL,Fully Paid
17306, 36 months,13.7,588.96,A,A5,Developer,5 years,RENT,67742,Source Verified,9.9,1,691,0,8,0,7271,44.0,17,1,0,debt_consolidation,FL,Current
21295, 36 months,8.12,668.49,G,G2,Analyst,6 years,MORTGAGE,40075,Source Verified,31.58,0,665,3,18,0,5121,37.7,23,2,0,credit_card,NJ,Current
36900, 36 months,18.72,1347.39,C,C5,Driver,8 years,RENT,26309,Source Verified,34.73,2,675,2,8,0,35153,39.2,29,2,0,credit_card,CA,Current
3992, 36 months,19.77,147.89,D,D3,Teacher,4 years,OTHER,30788,Not Verified,6.98,0,688,5,12,0,6612,28.2,22,1,0,debt_consolidation,OH,Fully Paid
8382, 60 months,10.3,179.33,B,B3,Teacher,9 years,RENT,72075,Not Verified,9.85,0,714,1,8,1,3656,72.3,18,0,0,debt_consolidation,TX,Current
14136, 36 months,12.12,470.33,F,F5,Other,9 years,MORTGAGE,43537,Not Verified,17.6,0,728,0,10,0,12163,86.1,23,0,0,credit_card,CA,Fully Paid
17043, 36 months,18.51,620.51,E,E3,Engineer,1 year,OTHER,114566,Verified,19.6,1,699,0,10,0,20899,53.1,19,0,0,debt_consolidation,VA,Current
8295, 36 months,21.8,315.93,B,B5,Engineer,6 years,RENT,61258,Not Verified,30.71,3,600,0,13,0,43128,72.1,23,0,0,debt_consolidation,CA,Late (31-120 days)
28236, 36 months,10.32,915.34,B,B5,Analyst,1 year,OWN,31989,Not Verified,13.53,0,634,0,4,0,2450,81.7,17,3,0,debt_consolidation,FL,Current
31296, 36 months,17.61,1125.31,F,F2,Teacher,< 1 year,MORTGAGE,37495,Verified,5.71,0,614,1,9,0,1967,50.2,24,0,0,home_improvement,VA,Fully Paid
22536, 60 months,11.04,490.44,E,E1,Engineer,10+ years,RENT,46741,Source Verified,10.68,0,729,5,11,0,4490,72.6,23,1,0,major_purchase,TX,Current
8450, 60 months,13.07,192.57,G,G2,Teacher,8 years,RENT,93802,Verified,12.39,1,747,0,9,0,15193,79.4,21,0,0,credit_card,NJ,Fully Paid
9159, 36 months,20.31,341.83,A,A5,Sales,6 years,OWN,93635,Verified,7.09,1,736,4,8,0,12331,38.7,27,2,1,small_business,CA,Fully Paid
15938, 36 months,9.9,513.53,B,B2,Other,7 years,MORTGAGE,32966,Verified,19.75,0,674,3,10,0,11404,19.9,27,0,0,debt_consolidation,MA,Fully Paid
5857, 36 months,20.16,218.14,C,C4,Developer,7 years,MORTGAGE,144456,Verified,15.84,0,725,0,12,0,9763,31.9,15,0,0,vacation,VA,Fully Paid
14356, 36 months,5.51,433.56,B,B2,Teacher,10+ years,MORTGAGE,41416,Source Verified,21.26,0,804,0,9,0,1682,55.0,19,1,0,debt_consolidation,GA,Charged Off
20136, 36 months,17.99,727.86,C,C4,Driver,10+ years,MORTGAGE,80450,Verified,18.78,0,665,5,10,0,49244,67.1,19,2,0,debt_consolidation,FL,Fully Paid
23371, 60 months,9.22,487.64,E,E3,Sales,2 years,MORTGAGE,22824,Source Verified,16.66,0,653,0,9,0,55558,14.3,24,0,0,debt_consolidation,CA,Fully Paid
40000, 36 months,8.4,1260.85,E,E4,Manager,2 years,MORTGAGE,40992,Verified,22.39,4,669,0,14,1,12930,85.9,21,0,0,debt_consolidation,TX,Default
12074, 36 months,21.23,456.32,C,C3,Manager,2 years,MORTGAGE,68191,Verified,8.97,0,719,1,13,0,3286,39.3,11,0,0,debt_consolidation,NY,Fully Paid
6475, 36 months,9.6,207.72,G,G1,Manager,3 years,MORTGAGE,38350,Verified,25.3,3,725,0,7,0,1564,17.9,18,0,0,debt_consolidation,CA,Fully Paid
24207, 36 months,21.84,922.47,F,F1,Developer,5 years,RENT,55939,Verified,28.38,0,666,2,8,0,960,41.3,17,2,0,car,PA,Fully Paid
27536, 36 months,12.4,919.86,A,A1,Teacher,3 years,RENT,85166,Source Verified,12.74,0,673,0,10,0,90221,72.5,18,3,0,home_improvement,NC,Fully Paid
9619, 36 months,23.9,376.88,C,C1,Teacher,2 years,RENT,47835,Source Verified,25.55,0,698,0,6,3,41384,85.8,28,2,1,vacation,MI,Fully Paid
9878, 36 months,18.56,359.89,B,B5,Driver,3 years,MORTGAGE,132981,Source Verified,15.44,0,733,3,7,0,8115,69.5,33,2,0,credit_card,PA,Fully Paid
20038, 36 months,18.39,728.35,C,C2,Nurse,5 years,OWN,91194,Verified,24.76,1,739,4,10,0,5364,31.4,25,0,0,credit_card,NC,Fully Paid
22293, 36 months,12.23,742.9,C,C2,Engineer,10+ years,MORTGAGE,122135,Not Verified,16.75,2,773,0,13,0,3995,52.8,19,0,0,home_improvement,TX,Current
16225, 60 months,23.32,460.38,B,B5,Developer,< 1 year,OWN,87538,Verified,16.39,1,713,1,6,0,1006,26.8,19,1,0,debt_consolidation,CA,Fully Paid
